
agis__schloetterer_2001|Agis, M.|Microsatellite variation in natural Drosophila melanogaster populations from New South Wales (Australia) and Tasmania.|Molec. Ecol.|2001-12-31|closed|10.5281/zenodo.805101|805101|https://zenodo.org/record/805101|https://zenodo.org/api/records/805101|
agnew_1971|Agnew, J.D.|Hybridization between two sibling species of Drosophila.|South African Genetics. Society|1971-12-31|open|10.5281/zenodo.805103|805103|https://zenodo.org/record/805103|https://zenodo.org/api/records/805103|
agnew_1973a|Agnew, J.D.|A meristic trait in Drosophila melanogaster x simulans hybrids.|Genetica|1973-12-31|open|10.5281/zenodo.805105|805105|https://zenodo.org/record/805105|https://zenodo.org/api/records/805105|
agnew_1973b|Agnew, J.D.|Morphological differences in larval D. melanogaster and simulans.|D. I. S.|1973-12-31|open|10.5281/zenodo.805107|805107|https://zenodo.org/record/805107|https://zenodo.org/api/records/805107|
agnew_1976|Agnew, J.D.|A case of myophily involving Drosophilidae (Diptera).|J. S. Afr. Bot.|1976-12-31|open|10.5281/zenodo.805109|805109|https://zenodo.org/record/805109|https://zenodo.org/api/records/805109|
aguade__serra_1980|Aguade, M.|Spanish cellar populations of Drosophila melanogaster. I. Study of variability at three different levels: quantitative, chromosomal and molecular.|Acta biol. jugosl., Genetika|1980-12-31|open|10.5281/zenodo.805111|805111|https://zenodo.org/record/805111|https://zenodo.org/api/records/805111|
aguade__serra_1987|Aguade, M.|Analysis of microdifferentiation in a Spanish cellar population of Drosophila melanogaster.|Genetica|1987-11-16|open|10.5281/zenodo.805113|805113|https://zenodo.org/record/805113|https://zenodo.org/api/records/805113|
aguade_1988|Agnew, M.|Nucleotide Sequence Comparison of the rp49 Gene Region between Drosophila subobscura and D. melanogaster.|Molececular Biology and Evolution|1988-12-31|open|10.5281/zenodo.805115|805115|https://zenodo.org/record/805115|https://zenodo.org/api/records/805115|
aguade_1998|Aguade, M.|Different Forces Drive the Evolution of the Acp26Aa and Acp26Ab Accessory Gland Genes in the Drosophila melanogaster Species Complex.|Genetics|1998-12-31|open|10.5281/zenodo.805117|805117|https://zenodo.org/record/805117|https://zenodo.org/api/records/805117|
aguade_et_al__1981|Aguade, M.|Correlated Responses to Selection for Wing Length in Allozyme Systems of Drosophila melanogaster.|Theoret. Appl. Genet.|1981-12-31|open|10.5281/zenodo.805119|805119|https://zenodo.org/record/805119|https://zenodo.org/api/records/805119|
aguade_et_al__1989|Aguade, M.|Restriction-Map Variation at the Zeste-tko Region in Natural populations of Drosophila melanogaster.|Molec. Biol. Evol.|1989-12-31|open|10.5281/zenodo.805121|805121|https://zenodo.org/record/805121|https://zenodo.org/api/records/805121|
ahearn__baimai_1987|Ahearn, J.N.|Cytogenetic study of three closely related species of Hawaiian Drosophila.|Genome|1987-12-31|open|10.5281/zenodo.805123|805123|https://zenodo.org/record/805123|https://zenodo.org/api/records/805123|
ahearn__kuhn_1981|Ahearn, J.N.|Aldehyde oxidase distribution in picture-winged Hawaiian Drosophila: evolutionary trends.|Evolution|1981-07-21|open|10.5281/zenodo.805125|805125|https://zenodo.org/record/805125|https://zenodo.org/api/records/805125|
ahearn__templeton_1989|Ahearn, J.N.|Interspecific hybrids of Drosophila heteroneura and D. silvestris. I. Courtship success.|Evolution|1989-03-15|open|10.5281/zenodo.805127|805127|https://zenodo.org/record/805127|https://zenodo.org/api/records/805127|
ahearn_et_al__1974|Ahearn, J.N.|Ethological Isolation Among Three Species of the planitibia Subgroup of Hawaiian Drosophila.|Proc. Natl. Acad. Sci. USA|1974-03-31|open|10.5281/zenodo.805491|805491|https://zenodo.org/record/805491|https://zenodo.org/api/records/805491|
ahr_1967a|Ahr, H.|Mitteldeutsche Blattminenkunde, 1. Teil.|Ent. Ber., Berlin|1967-02-01|open|10.5281/zenodo.805493|805493|https://zenodo.org/record/805493|https://zenodo.org/api/records/805493|
ahr_1967b|Ahr, H.|Mitteldeutsche Blattminenkunde, 2. Teil.|Ent. Ber., Berlin|1967-06-01|open|10.5281/zenodo.805495|805495|https://zenodo.org/record/805495|https://zenodo.org/api/records/805495|
aigner_1899|von Aigner-Abafi, L.|(Review).|Ill. Z. Ent.|1899-12-31|open|10.5281/zenodo.805497|805497|https://zenodo.org/record/805497|https://zenodo.org/api/records/805497|
ainslie_1906|Ainslie, C.N.|Guests of spittle-insects.|Canad. Ent.|1906-02-05|open|10.5281/zenodo.805499|805499|https://zenodo.org/record/805499|https://zenodo.org/api/records/805499|
akashi_et_al__2006|Akashi, H.|Molecular Evolution in the Drosophila melanogaster Species Subgroup: Frequent Parameter Fluctuations on the Timescale of Molecular Divergence.|Genetics|2006-12-31|closed|10.5281/zenodo.805501|805501|https://zenodo.org/record/805501|https://zenodo.org/api/records/805501|
akopyan_1985|Akopyan, K.Z.|Comparison of the DNA-topoisomerase 1 of embryos of the wild type Dr. simulans and mutant line. (in Russian, with English summary).|Biol. Zh. Armenii|1985-12-31|open|10.5281/zenodo.805503|805503|https://zenodo.org/record/805503|https://zenodo.org/api/records/805503|
aksit_et_al__2003|Aksit, T.|Studies on determination of harmful fauna in the fig orchards in Aydin province (Turkey). Aydin ilinde incir agaclarinda saptanan zararli turler. (in Turkish).|Turkiye Entomoloji Dergisi|2003-12-31|closed|10.5281/zenodo.805505|805505|https://zenodo.org/record/805505|https://zenodo.org/api/records/805505|
akutsu_et_al__2007|Akutsu, K.|Assessment of higher insect taxa as bioindicators for different logging-disturbance regimes in lowland tropical rain forest in Sabah, Malaysia.|Ecol. Res.|2007-12-31|closed|10.5281/zenodo.805507|805507|https://zenodo.org/record/805507|https://zenodo.org/api/records/805507|
al-hakkak_et_al__1985|Al-Hakkak, Z.S.|Studies on Iraqi population of Drosophila melanogaster inhabiting Tuwaitha area.|J. Biol. Sci. Res., Baghdad|1985-07-31|open|10.5281/zenodo.805509|805509|https://zenodo.org/record/805509|https://zenodo.org/api/records/805509|
alahiotis__berger_1978|Alahiotis, S.|Adaptation of Drosophila enzymes to temperature - I. Acetylcholinesterase and NADP-dependent isocitrate-dehydrogenase.|Comp. Biochem. Physiol.|1978-12-31|open|10.5281/zenodo.805511|805511|https://zenodo.org/record/805511|https://zenodo.org/api/records/805511|
alahiotis__kilias_1982|Alahiotis, S.N.|Mating propensities and variations in enzyme activities in long-term cage populations of Drosophila melanogaster.|J. Hered.|1982-12-31|open|10.5281/zenodo.805513|805513|https://zenodo.org/record/805513|https://zenodo.org/api/records/805513|
alahiotis__pelecanos_1978|Alahiotis, S.|Induction of gene pool differentiation in Drosophila melanogaster.|Canad. J. Genet. Cytol.|1978-12-31|open|10.5281/zenodo.805515|805515|https://zenodo.org/record/805515|https://zenodo.org/api/records/805515|
alahiotis__pelecanos_1980|Alahiotis, S.|The effect of the environmental parameters temperature and humidity upon the variability of the gene pool in Drosophila melanogaster.|Acta biol. jugosl., Genetika|1980-12-31|open|10.5281/zenodo.805517|805517|https://zenodo.org/record/805517|https://zenodo.org/api/records/805517|
alahiotis__stephanou_1982|Alahiotis, S.N.|Temperature adaptation of Drosophila populations. The heat shock proteins system.|Comp. Biochem. Physiol.|1982-12-31|open|10.5281/zenodo.805519|805519|https://zenodo.org/record/805519|https://zenodo.org/api/records/805519|
alahiotis_1974a|Alahiotis, S.|Isozyme genotype-environment relationship in artificial cage populations originated from a Southern Greek D. melanogaster natural population.|D. I. S.|1974-12-31|open|10.5281/zenodo.805521|805521|https://zenodo.org/record/805521|https://zenodo.org/api/records/805521|
alahiotis_1974b|Alahiotis, S.|Enzyme polymorphisms in two D. melanogaster populations of Southern Greece.|D. I. S.|1974-12-31|open|10.5281/zenodo.805523|805523|https://zenodo.org/record/805523|https://zenodo.org/api/records/805523|
alahiotis_1976|Alahiotis, S.|Genetic variation and the ecological parameter 'food medium' in cage populations of Drosophila melanogaster.|Canad. J. Genet. Cytol.|1976-12-31|open|10.5281/zenodo.805525|805525|https://zenodo.org/record/805525|https://zenodo.org/api/records/805525|
alahiotis_1979a|Alahiotis, S.|Adaptation of Drosophila enzymes to temperature - II. Supernatant and mitochondrial malate dehydrogenase.|Insect Biochem.|1979-12-31|open|10.5281/zenodo.805527|805527|https://zenodo.org/record/805527|https://zenodo.org/api/records/805527|
alahiotis_1982|Alahiotis, S.N.|Adaptation of Drosophila enzymes to temperature. IV. Natural selection at the alcohol-dehydrogenase locus.|Genetica|1982-09-09|open|10.5281/zenodo.805541|805541|https://zenodo.org/record/805541|https://zenodo.org/api/records/805541|
alahiotis_et_al__1976|Alahiotis, S.|A contribution to the study of linkage disequilibrium in Drosophila melanogaster.|Canad. J. Genet. Cytol.|1976-12-31|open|10.5281/zenodo.805543|805543|https://zenodo.org/record/805543|https://zenodo.org/api/records/805543|
alahiotis_et_al__1977a|Alahiotis, S.|The effect of two ecological factors upon the inversion frequencies in D. melanogaster cage population.|D. I. S.|1977-05-31|open|10.5281/zenodo.805545|805545|https://zenodo.org/record/805545|https://zenodo.org/api/records/805545|
alamiri_2000|Alamiri, Z.|Oviposition behaviour in four species of Drosophila. Conducta de oviposicion en cuatro especies de Drosophila.|Gayana|2000-12-31|open|10.5281/zenodo.805551|805551|https://zenodo.org/record/805551|https://zenodo.org/api/records/805551|
alamiri_2001|Alamiri, Z.|Preadults interactions between the colonizing Drosophila subobscura and the established species D. hydei and D. melanogaster (Diptera: Drosophilidae) in Chile using natural substrates.|Revta chil. Ent.|2001-12-31|closed|10.5281/zenodo.805553|805553|https://zenodo.org/record/805553|https://zenodo.org/api/records/805553|
alatalo__alatalo_1979|Alatalo, R.H.|Estimation of genetic variation by the components of gene diversity.|Aquilo, Ser. Zool.|1979-12-31|open|10.5281/zenodo.805555|805555|https://zenodo.org/record/805555|https://zenodo.org/api/records/805555|
alawi_1975|Alawi, A.A.|Electroretinogram of Drosophila: I. Separation of its components.|Dirasat|1975-12-31|open|10.5281/zenodo.805557|805557|https://zenodo.org/record/805557|https://zenodo.org/api/records/805557|
alawi_1981|Alawi, A.A.|Correlative spectral sensitivity studies on the electroretinogram components and the receptor potential of Drosophila.|Iraqi J. Sci.|1981-12-31|open|10.5281/zenodo.805559|805559|https://zenodo.org/record/805559|https://zenodo.org/api/records/805559|
alawi_1982|Alawi, A.A.|Light-induced pore formation in the membrane of the photoreceptor cell.|Arab. J. Sci. Eng.|1982-07-31|open|10.5281/zenodo.805561|805561|https://zenodo.org/record/805561|https://zenodo.org/api/records/805561|
albalat__gonzalez_1993|Albalat, R.|Adh and Adh-dup sequences of Drosophila lebanonensis and D. immigrans: interspecies comparisons.|Gene|1993-12-31|open|10.5281/zenodo.805563|805563|https://zenodo.org/record/805563|https://zenodo.org/api/records/805563|
albalat_et_al__1994|Albalat, R.|Drosophila lebanonensis ADH: analysis of recombinant wild-type enzyme and site-directed mutants. The effect of restoring the consensus sequence in two positions.|FEBS Lett.|1994-12-31|open|10.5281/zenodo.805565|805565|https://zenodo.org/record/805565|https://zenodo.org/api/records/805565|
alberola__frutos_1993a|Alberola, T.M.|Gypsy Homologous Sequences in Drosophila subobscura (gypsyDS).|J. molec. Evol.|1993-12-31|open|10.5281/zenodo.805567|805567|https://zenodo.org/record/805567|https://zenodo.org/api/records/805567|
alberola_et_al__1987|Alberola, J.|Adh Expression in Species of the mulleri Subgroup of Drosophila.|Biochem. Genet.|1987-12-31|open|10.5281/zenodo.805569|805569|https://zenodo.org/record/805569|https://zenodo.org/api/records/805569|
albers__bradley_2006|Albers, M.A.|Fecundity in Drosophila following Desiccation Is Dependent on Nutrition and Selection Regime.|Physiol. Biochem. Zool.|2007-12-31|closed|10.5281/zenodo.805571|805571|https://zenodo.org/record/805571|https://zenodo.org/api/records/805571|
albornoz__dominguez_1987|Albornoz, J.|Genetic Analysis of Drosophila melanogaster Egg Insertion Behavior.|Behav. Genet.|1987-05-31|open|10.5281/zenodo.805573|805573|https://zenodo.org/record/805573|https://zenodo.org/api/records/805573|
albuquerque__napp_1981|de Albuquerque, C.M.r.|Genetic variability at the esterase-6 locus in natural populations of Drosophila simulans in relation to environmental heterogeneity.|Genetics|1981-12-31|open|10.5281/zenodo.805575|805575|https://zenodo.org/record/805575|https://zenodo.org/api/records/805575|
alcorta__rubio_1988|Alcorta, E.|Genetical analysis of intrapopulational variation in olfactory response in Drosophila melanogaster.|Heredity|1988-12-31|open|10.5281/zenodo.805577|805577|https://zenodo.org/record/805577|https://zenodo.org/api/records/805577|
alcorta__rubio_1989|Alcorta, E.|Intrapopulational Variation of Olfactory Responses in Drosophila melanogaster.|Behav. Genet.|1989-03-31|open|10.5281/zenodo.805579|805579|https://zenodo.org/record/805579|https://zenodo.org/api/records/805579|
aldinger_1985|Aldinger-von Kleist, R.|Genetic Analysis of the Light Dependence of Courtship in Drosophila subobscura.|Behav. Genet.|1985-03-31|open|10.5281/zenodo.805581|805581|https://zenodo.org/record/805581|https://zenodo.org/api/records/805581|
aldrich_1905|Aldrich, J.M.|A Catalogue of North American Diptera (or Two-winged Flies).|Smithson. misc. Collns|1005-05-31|open|10.5281/zenodo.805584|805584|https://zenodo.org/record/805584|https://zenodo.org/api/records/805584|
aldrich_1919|Aldrich, J.M.|Leiomyza in North America (Dipt., Drosophilidae.).|Ent. News|1919-05-31|open|10.5281/zenodo.805586|805586|https://zenodo.org/record/805586|https://zenodo.org/api/records/805586|
aldrich_1922|Aldrich, J.M.|(no title).|Ent. News|1922-12-31|open|10.5281/zenodo.805595|805595|https://zenodo.org/record/805595|https://zenodo.org/api/records/805595|
aldrich_1931|Aldrich, J.M.|New Acalyptrate Diptera from the Pacific and Oriental regions.|Proc. Hawaii. ent. Soc.|1931-12-31|open|10.5281/zenodo.805597|805597|https://zenodo.org/record/805597|https://zenodo.org/api/records/805597|
alemdar__miller_1978|Alemdar, N.|Further investigations of light-dependent mating in Drosophila algonquin and related species. (Abstract).|Proc. Neb. Acad. Sci.|1978-12-31|open|10.5281/zenodo.805599|805599|https://zenodo.org/record/805599|https://zenodo.org/api/records/805599|
alemdar_et_al__1980|Alemdar, N.|The influence of winglessness on mating frequency in species of the Drosophila affinis subgroup.|Trans. Neb. Acad. Sci.|1980-12-31|open|10.5281/zenodo.805601|805601|https://zenodo.org/record/805601|https://zenodo.org/api/records/805601|
alexander__stone_1955|Alexander, M.L.|Radiation damage in the developing germ cells of Drosophila virilis.|Proc. Natl. Acad. Sci. USA|1955-12-31|open|10.5281/zenodo.805603|805603|https://zenodo.org/record/805603|https://zenodo.org/api/records/805603|
alexander_1925|Alexander, W.B.|Natural Enemies of Prickly Pear and their Introduction into Australia.|Bull. Inst. Sci. Ind., Melb.|1925-12-31|open|10.5281/zenodo.805605|805605|https://zenodo.org/record/805605|https://zenodo.org/api/records/805605|
alexander_1949|Alexander, M.L.|Note on gene variability in natural populations of Drosophila.|Univ. Texas Publs|1949-10-15|open|10.5281/zenodo.805607|805607|https://zenodo.org/record/805607|https://zenodo.org/api/records/805607|
alexander_1952a|Alexander, M.L.|Gene variability in the Americana-Texana-Novamexicana complex of the virilis group of Drosophila.|Univ. Texas Publs|1952-02-15|open|10.5281/zenodo.805609|805609|https://zenodo.org/record/805609|https://zenodo.org/api/records/805609|
alexander_1952b|Alexander, M.L.|The effect of two pericentric inversions upon crossingover in Drosophila melanogaster.|Univ. Texas Publs|1952-02-15|open|10.5281/zenodo.805611|805611|https://zenodo.org/record/805611|https://zenodo.org/api/records/805611|
alexander_et_al__1952|Alexander, M.L.|Interspecific gene variability in the Virilis species group.|Univ. Texas Publs|1952-02-15|open|10.5281/zenodo.805613|805613|https://zenodo.org/record/805613|https://zenodo.org/api/records/805613|
alexandrov__golubovsky_1983|Alexandrov, Y.N.|The multisite mutations induced by viruses and foreign DNA can spread in natural populations of Drosophila.|D. I. S.|1983-10-31|open|10.5281/zenodo.805615|805615|https://zenodo.org/record/805615|https://zenodo.org/api/records/805615|
alexandrov_1971|Alexandrov, I.D.|The functional w+ isoalleles revealed by w mutations in D. melanogaster.|D. I. S.|1971-01-31|open|10.5281/zenodo.805617|805617|https://zenodo.org/record/805617|https://zenodo.org/api/records/805617|
alexandrov_1992|Alexandrov, I.D.|Different patterns of spontaneous mutability in two wild-type sib stocks of D. melanogaster with long-term laboratory history.|D. I. S.|1992-07-31|open|10.5281/zenodo.805619|805619|https://zenodo.org/record/805619|https://zenodo.org/api/records/805619|
alexeieff_1912|Alexeieff, A.|Quelques remarques a propos de la specificite parasitaire. Sur le veritable nom de Cryptobia (=Trypanoplasma) intestinalis et sur celui du Trypanosome pathogene des Mammiferes; quelques autres questions de synonymie chez les Protozoaires.|Zool. Anz.|1912-12-26|open|10.5281/zenodo.805621|805621|https://zenodo.org/record/805621|https://zenodo.org/api/records/805621|
alfaro_et_al__1985|Alfaro, R.I.|Insects associated with the Sitka spruce weevil, Pissodes strobi (Col.: Curculionidae) on Sitka spruce, Picea sitchensis in British Columbia, Canada.|Entomophaga|1985-12-31|open|10.5281/zenodo.805623|805623|https://zenodo.org/record/805623|https://zenodo.org/api/records/805623|
alfken_1924|Alfken, J.D.|Die Insekten des Memmert. Zum Problem der Besiedlung einer neuentstehenden Insel.|Abh. naturw. Ver. Bremen|1924-11-30|open|10.5281/zenodo.805625|805625|https://zenodo.org/record/805625|https://zenodo.org/api/records/805625|
ali__el-helw_1974|Ali, A.M.M.|Differences in the yeasts preferred by Drosophila melanogaster and D. simulans.|Egypt. J. Genet. Cytol.|1974-07-31|open|10.5281/zenodo.805627|805627|https://zenodo.org/record/805627|https://zenodo.org/api/records/805627|
ali_1963|Ali, S.M.|A Preliminary Note on the Natural Enemies of sugarcane Mealybug, Pseudococcus saccharifolii (Green) in Bihar (India).|Indian J. SugCane Res. Dev.|1963-12-31|open|10.5281/zenodo.805629|805629|https://zenodo.org/record/805629|https://zenodo.org/api/records/805629|
alipaz_et_al__2001|Alipaz, J.A.|Gametic incompatibilities between races of Drosophila melanogaster.|Proc. r. Soc.|2001-12-31|closed|10.5281/zenodo.805631|805631|https://zenodo.org/record/805631|https://zenodo.org/api/records/805631|
allemand__bouletreau_1989|Allemand, R.|Correlated responses in lines of Drosophila melanogaster selected for different oviposition behaviours.|Experientia|1989-12-01|open|10.5281/zenodo.805633|805633|https://zenodo.org/record/805633|https://zenodo.org/api/records/805633|
allemand__david_1976|Allemand, R.|The Circadian Rhythm of Oviposition in Drosophila melanogaster: A Genetic Latitudinal Cline in Wild Populations.|Experientia|1976-11-15|open|10.5281/zenodo.805635|805635|https://zenodo.org/record/805635|https://zenodo.org/api/records/805635|
allemand__david_1984|Allemand, R.|Genetic Analysis of the Circadian Oviposition Rhythm in Drosophila melanogaster: Effects of Drift in Laboratory Strains.|Behav. Genet.|1984-01-31|open|10.5281/zenodo.805637|805637|https://zenodo.org/record/805637|https://zenodo.org/api/records/805637|
allemand_et_al__1973|Allemand, R.|Increase in the longevity of adult Drosophila melanogaster kept in permanent darkness.|Exp. Gerontol.|1973-12-31|open|10.5281/zenodo.805639|805639|https://zenodo.org/record/805639|https://zenodo.org/api/records/805639|
allemand_et_al__1976|Allemand, R.|Effects of different light regimens on the egg production and egg hatchability of Drosophila melanogaster adults.|Acta ent. bohemoslovaca|1976-05-20|open|10.5281/zenodo.805641|805641|https://zenodo.org/record/805641|https://zenodo.org/api/records/805641|
allemand_et_al__1984|Allemand, R.|Variabilite genetique du rythme circadien de ponte dans les populations naturelles de Drosophila melanogaster.|Genet. Sel. Evol.|1984-12-31|open|10.5281/zenodo.805643|805643|https://zenodo.org/record/805643|https://zenodo.org/api/records/805643|
allemand_1974|Allemand, R.|Importance evolutive du comportement de ponte chez les insectes: comparaison du rythme circadien d'oviposition chez les six especes de Drosophila du sous-groupe melanogaster.|C. r. Seanc. Acad. Sci., Paris|1974-12-23|open|10.5281/zenodo.805645|805645|https://zenodo.org/record/805645|https://zenodo.org/api/records/805645|
